Title,Gender,Age,CurrentTime,PositiveDif,GenreCode
EXID_낮보다는 밤,1,3,0.9,0.614966311,3
EXID_낮보다는 밤,1,4,0.9,-0.094503455,3
EXID_낮보다는 밤,1,5,0.9,-0.659535552,3
EXO_CALL ME BABY,0,1,0.9,0.796122246,3
EXO_CALL ME BABY,0,2,0.9,0.346101088,3
EXO_CALL ME BABY,0,3,0.9,-0.373770495,3
EXO_CALL ME BABY,0,4,0.9,-0.463472016,3
EXO_CALL ME BABY,0,5,0.9,-0.115779987,3
EXO_CALL ME BABY,1,1,0.9,0.646983423,3
EXO_CALL ME BABY,1,2,0.9,0.723036068,3
EXO_CALL ME BABY,1,3,0.9,0.09792613,3
EXO_CALL ME BABY,1,4,0.9,-0.222041434,3
EXO_CALL ME BABY,1,5,0.9,-0.147500259,3
EXO_내가 미쳐 (Going Crazy),0,1,0.9,-0.166518697,3
EXO_내가 미쳐 (Going Crazy),0,2,0.9,0.462329834,3
EXO_내가 미쳐 (Going Crazy),0,3,0.9,-0.835970941,3
EXO_내가 미쳐 (Going Crazy),0,4,0.9,-0.492378641,3
EXO_내가 미쳐 (Going Crazy),0,5,0.9,-0.260395329,3
EXO_내가 미쳐 (Going Crazy),1,1,0.9,0.029164839,3
EXO_내가 미쳐 (Going Crazy),1,2,0.9,0.198122335,3
EXO_내가 미쳐 (Going Crazy),1,3,0.9,-0.377485141,3
EXO_내가 미쳐 (Going Crazy),1,4,0.9,-0.020226609,3
EXO_내가 미쳐 (Going Crazy),1,5,0.9,-0.026908572,3
EXO_Monster,0,1,0.9,-0.547532153,3
EXO_Monster,0,2,0.9,0.900785437,3
EXO_Monster,0,3,0.9,0.0000882,3
EXO_Monster,0,4,0.9,-0.216836381,3
EXO_Monster,0,5,0.9,-0.406438967,3
EXO_Monster,1,1,0.9,0.057251953,3
EXO_Monster,1,2,0.9,0.805364674,3
EXO_Monster,1,3,0.9,0.501531577,3
EXO_Monster,1,4,0.9,-0.06428933,3
EXO_Monster,1,5,0.9,-0.639914659,3
EXO-CBX (첸백시)_Hey Mama!,0,1,0.9,-0.00538016,3
EXO-CBX (첸백시)_Hey Mama!,0,2,0.9,0.148351666,3
EXO-CBX (첸백시)_Hey Mama!,0,3,0.9,-0.464223272,3
EXO-CBX (첸백시)_Hey Mama!,0,4,0.9,-0.406989782,3
EXO-CBX (첸백시)_Hey Mama!,0,5,0.9,-0.733290594,3
EXO-CBX (첸백시)_Hey Mama!,1,1,0.9,0.049658086,3
EXO-CBX (첸백시)_Hey Mama!,1,2,0.9,0.031080803,3
EXO-CBX (첸백시)_Hey Mama!,1,3,0.9,-0.085406187,3
EXO-CBX (첸백시)_Hey Mama!,1,4,0.9,-0.795842901,3
EXO-CBX (첸백시)_Hey Mama!,1,5,0.9,-0.642760766,3
Craig David & Sigala_Ain't Giving Up,0,1,0.3,-0.86007721,3
Craig David & Sigala_Ain't Giving Up,0,2,0.3,0.555015377,3
Craig David & Sigala_Ain't Giving Up,0,3,0.3,0.328518159,3
Craig David & Sigala_Ain't Giving Up,0,4,0.3,-0.434930332,3
Craig David & Sigala_Ain't Giving Up,0,5,0.3,-0.57778426,3
Craig David & Sigala_Ain't Giving Up,1,1,0.3,-0.870281008,3
Craig David & Sigala_Ain't Giving Up,1,2,0.3,0.852474126,3
Craig David & Sigala_Ain't Giving Up,1,3,0.3,0.43567055,3
Craig David & Sigala_Ain't Giving Up,1,4,0.3,0.736087223,3
Craig David & Sigala_Ain't Giving Up,1,5,0.3,-0.516765375,3
2PM_우리집,0,1,0.3,-0.001287828,3
2PM_우리집,0,2,0.3,0.00020316,3
2PM_우리집,0,3,0.3,0.230812473,3
2PM_우리집,0,4,0.3,-0.734093455,3
2PM_우리집,0,5,0.3,-0.121918602,3
2PM_우리집,1,1,0.3,-0.009568717,3
2PM_우리집,1,2,0.3,0.049832076,3
2PM_우리집,1,3,0.3,0.994196804,3
2PM_우리집,1,4,0.3,-0.887959261,3
2PM_우리집,1,5,0.3,-0.331448161,3
7 Go Up_Yum-Yum (얌얌),0,1,0.3,0.303912861,3
7 Go Up_Yum-Yum (얌얌),0,2,0.3,0.321391423,3
7 Go Up_Yum-Yum (얌얌),0,3,0.3,0.303930299,3
7 Go Up_Yum-Yum (얌얌),0,4,0.3,0.174798675,3
7 Go Up_Yum-Yum (얌얌),0,5,0.3,-0.261865231,3
7 Go Up_Yum-Yum (얌얌),1,1,0.3,0.10491709,3
7 Go Up_Yum-Yum (얌얌),1,2,0.3,0.152702029,3
7 Go Up_Yum-Yum (얌얌),1,3,0.3,-0.484871721,3
7 Go Up_Yum-Yum (얌얌),1,4,0.3,0.176736099,3
7 Go Up_Yum-Yum (얌얌),1,5,0.3,-0.146965374,3
10cm_니가 참 좋아 (Prod by 박근태),0,1,0.3,-0.503457518,3
10cm_니가 참 좋아 (Prod by 박근태),0,2,0.3,0.692573561,3
10cm_니가 참 좋아 (Prod by 박근태),0,3,0.3,0.521987442,3
10cm_니가 참 좋아 (Prod by 박근태),0,4,0.3,0.606108242,3
10cm_니가 참 좋아 (Prod by 박근태),0,5,0.3,0.485793225,3
10cm_니가 참 좋아 (Prod by 박근태),1,1,0.3,-0.07520231,3
10cm_니가 참 좋아 (Prod by 박근태),1,2,0.3,0.016777302,3
10cm_니가 참 좋아 (Prod by 박근태),1,3,0.3,0.52298706,3
10cm_니가 참 좋아 (Prod by 박근태),1,4,0.3,0.084482992,3
10cm_니가 참 좋아 (Prod by 박근태),1,5,0.3,0.039334981,3
AOA_Good Luck,0,1,0.6,0.439889085,3
AOA_Good Luck,0,2,0.6,0.972713871,3
AOA_Good Luck,0,3,0.6,0.563503833,3
AOA_Good Luck,0,4,0.6,0.326379166,3
AOA_Good Luck,0,5,0.6,-0.058752113,3
AOA_Good Luck,1,1,0.6,0.185980557,3
AOA_Good Luck,1,2,0.6,-0.946705991,3
AOA_Good Luck,1,3,0.6,0.153392753,3
AOA_Good Luck,1,4,0.6,-0.040636699,3
AOA_Good Luck,1,5,0.6,-0.463072955,3
Apink (에이핑크)_Remember,0,1,0.6,0.556239467,3
Apink (에이핑크)_Remember,0,2,0.6,0.072485185,3
Apink (에이핑크)_Remember,0,3,0.6,0.169572089,3
Apink (에이핑크)_Remember,0,4,0.6,-0.190921822,3
Apink (에이핑크)_Remember,0,5,0.6,-0.638518548,3
Apink (에이핑크)_Remember,1,1,0.6,0.538511507,3
Apink (에이핑크)_Remember,1,2,0.6,0.020348804,3
Apink (에이핑크)_Remember,1,3,0.6,0.042774428,3
Apink (에이핑크)_Remember,1,4,0.6,-0.140710002,3
Apink (에이핑크)_Remember,1,5,0.6,-0.142763596,3
Apink (에이핑크)_내가 설렐 수 있게,0,1,0.6,0.569616962,3
Apink (에이핑크)_내가 설렐 수 있게,0,2,0.6,0.071536577,3
Apink (에이핑크)_내가 설렐 수 있게,0,3,0.6,0.02100064,3
Apink (에이핑크)_내가 설렐 수 있게,0,4,0.6,0.125295791,3
Apink (에이핑크)_내가 설렐 수 있게,0,5,0.6,-0.856561785,3
Apink (에이핑크)_내가 설렐 수 있게,1,1,0.6,-0.746343498,3
Apink (에이핑크)_내가 설렐 수 있게,1,2,0.6,0.003095495,3
Apink (에이핑크)_내가 설렐 수 있게,1,3,0.6,0.619748642,3
Apink (에이핑크)_내가 설렐 수 있게,1,4,0.6,-0.150576509,3
Apink (에이핑크)_내가 설렐 수 있게,1,5,0.6,-0.466556372,3
Ariana Grande_Focus (Feat Jamie Foxx),0,1,0.6,0.812405836,3
Ariana Grande_Focus (Feat Jamie Foxx),0,2,0.6,0.0050051,3
Ariana Grande_Focus (Feat Jamie Foxx),0,3,0.6,-0.901509729,3
Ariana Grande_Focus (Feat Jamie Foxx),0,4,0.6,-0.424429859,3
Ariana Grande_Focus (Feat Jamie Foxx),0,5,0.6,-0.445196096,3
Ariana Grande_Focus (Feat Jamie Foxx),1,1,0.6,-0.484657431,3
Ariana Grande_Focus (Feat Jamie Foxx),1,2,0.6,0.028877232,3
Ariana Grande_Focus (Feat Jamie Foxx),1,3,0.6,0.450627632,3
Ariana Grande_Focus (Feat Jamie Foxx),1,4,0.6,-0.522362858,3
Ariana Grande_Focus (Feat Jamie Foxx),1,5,0.6,-0.362179195,3
iKON_오늘 모해 (#WYD),0,1,0.9,0.22928104,7
iKON_오늘 모해 (#WYD),0,2,0.9,0.062950118,7
iKON_오늘 모해 (#WYD),0,3,0.9,-0.158263362,7
iKON_오늘 모해 (#WYD),0,4,0.9,-0.570908803,7
iKON_오늘 모해 (#WYD),0,5,0.9,-0.255697624,7
iKON_오늘 모해 (#WYD),1,1,0.9,0.205380423,7
iKON_오늘 모해 (#WYD),1,2,0.9,0.113827078,7
iKON_오늘 모해 (#WYD),1,3,0.9,0.200924895,7
iKON_오늘 모해 (#WYD),1,4,0.9,-0.056752261,7
iKON_오늘 모해 (#WYD),1,5,0.9,-0.443946032,7
iKON_취향저격,0,1,0.9,-0.114435534,7
iKON_취향저격,0,2,0.9,0.053772828,7
iKON_취향저격,0,3,0.9,0.122799693,7
iKON_취향저격,0,4,0.9,0.153899828,7
iKON_취향저격,0,5,0.9,-0.014004655,7
iKON_취향저격,1,1,0.9,0.251444022,7
iKON_취향저격,1,2,0.9,-0.154976729,7
iKON_취향저격,1,3,0.9,0.226453711,7
iKON_취향저격,1,4,0.9,-0.009740954,7
iKON_취향저격,1,5,0.9,-0.138967728,7
GRAY (그레이)_하기나 해 (Feat Loco),0,1,0.9,0.493871395,7
GRAY (그레이)_하기나 해 (Feat Loco),0,2,0.9,0.027998399,7
GRAY (그레이)_하기나 해 (Feat Loco),0,3,0.9,0.274744905,7
GRAY (그레이)_하기나 해 (Feat Loco),0,4,0.9,-0.011976959,7
GRAY (그레이)_하기나 해 (Feat Loco),0,5,0.9,-0.288632622,7
GRAY (그레이)_하기나 해 (Feat Loco),1,1,0.9,-0.033880519,7
GRAY (그레이)_하기나 해 (Feat Loco),1,2,0.9,0.139249542,7
GRAY (그레이)_하기나 해 (Feat Loco),1,3,0.9,0.205535347,7
GRAY (그레이)_하기나 해 (Feat Loco),1,4,0.9,-0.128768857,7
GRAY (그레이)_하기나 해 (Feat Loco),1,5,0.9,-0.212897412,7
GroovyRoom (그루비룸)_Sunday (Feat 헤이즈 & 박재범),0,1,0.9,0.007794942,7
GroovyRoom (그루비룸)_Sunday (Feat 헤이즈 & 박재범),0,2,0.9,0.030917074,7
GroovyRoom (그루비룸)_Sunday (Feat 헤이즈 & 박재범),0,3,0.9,0.025123245,7
GroovyRoom (그루비룸)_Sunday (Feat 헤이즈 & 박재범),0,4,0.9,-0.01964643,7
GroovyRoom (그루비룸)_Sunday (Feat 헤이즈 & 박재범),0,5,0.9,-0.172478978,7
GroovyRoom (그루비룸)_Sunday (Feat 헤이즈 & 박재범),1,1,0.9,-0.006446175,7
GroovyRoom (그루비룸)_Sunday (Feat 헤이즈 & 박재범),1,2,0.9,0.021515327,7
GroovyRoom (그루비룸)_Sunday (Feat 헤이즈 & 박재범),1,3,0.9,0.052715172,7
GroovyRoom (그루비룸)_Sunday (Feat 헤이즈 & 박재범),1,4,0.9,-0.05957043,7
GroovyRoom (그루비룸)_Sunday (Feat 헤이즈 & 박재범),1,5,0.9,0.010109349,7
iKON_리듬 타 (RHYTHM TA),0,1,0.9,0.127464893,7
iKON_리듬 타 (RHYTHM TA),0,2,0.9,0.013200205,7
iKON_리듬 타 (RHYTHM TA),0,3,0.9,-0.054400809,7
iKON_리듬 타 (RHYTHM TA),0,4,0.9,-0.118381824,7
iKON_리듬 타 (RHYTHM TA),0,5,0.9,-0.002869843,7
iKON_리듬 타 (RHYTHM TA),1,1,0.9,0.007886039,7
iKON_리듬 타 (RHYTHM TA),1,2,0.9,0.087279076,7
iKON_리듬 타 (RHYTHM TA),1,3,0.9,-0.022135644,7
iKON_리듬 타 (RHYTHM TA),1,4,0.9,-0.202242386,7
iKON_리듬 타 (RHYTHM TA),1,5,0.9,-0.03566003,7
HUMBLE._Kendrick Lamar,0,1,0.9,0.085531364,7
HUMBLE._Kendrick Lamar,0,2,0.9,0.100829695,7
HUMBLE._Kendrick Lamar,0,3,0.9,-0.155819904,7
HUMBLE._Kendrick Lamar,0,4,0.9,-0.042052334,7
HUMBLE._Kendrick Lamar,0,5,0.9,-0.198862217,7
HUMBLE._Kendrick Lamar,1,1,0.9,-0.204353991,7
HUMBLE._Kendrick Lamar,1,2,0.9,0.237828346,7
HUMBLE._Kendrick Lamar,1,3,0.9,-0.055951062,7
HUMBLE._Kendrick Lamar,1,4,0.9,-0.08767508,7
HUMBLE._Kendrick Lamar,1,5,0.9,-0.164506417,7
Flo Rida_My House,0,1,0.9,0.376962175,7
Flo Rida_My House,0,2,0.9,0.545018996,7
Flo Rida_My House,0,3,0.9,0.075605861,7
Flo Rida_My House,0,4,0.9,-0.077084865,7
Flo Rida_My House,0,5,0.9,-0.029600344,7
Flo Rida_My House,1,1,0.9,-0.527065089,7
Flo Rida_My House,1,2,0.9,0.223813402,7
Flo Rida_My House,1,3,0.9,0.03043924,7
Flo Rida_My House,1,4,0.9,-0.0804736,7
Flo Rida_My House,1,5,0.9,-0.055178778,7
iKON_AIRPLANE,0,1,0.9,0.802860676,7
iKON_AIRPLANE,0,2,0.9,-0.227756544,7
iKON_AIRPLANE,0,3,0.9,-0.001941865,7
iKON_AIRPLANE,0,4,0.9,-0.007391809,7
iKON_AIRPLANE,0,5,0.9,-0.094818036,7
iKON_AIRPLANE,1,1,0.9,0.391332975,7
iKON_AIRPLANE,1,2,0.9,0.071889904,7
iKON_AIRPLANE,1,3,0.9,-0.156783388,7
iKON_AIRPLANE,1,4,0.9,-0.158056349,7
iKON_AIRPLANE,1,5,0.9,-0.068857506,7
BIGBANG_뱅뱅뱅 (BANG BANG BANG),0,1,0.6,0.538796484,7
BIGBANG_뱅뱅뱅 (BANG BANG BANG),0,2,0.6,0.353088718,7
BIGBANG_뱅뱅뱅 (BANG BANG BANG),0,3,0.6,0.031713224,7
BIGBANG_뱅뱅뱅 (BANG BANG BANG),0,4,0.6,-0.380530044,7
BIGBANG_뱅뱅뱅 (BANG BANG BANG),0,5,0.6,-0.006234139,7
BIGBANG_뱅뱅뱅 (BANG BANG BANG),1,1,0.6,0.283440205,7
BIGBANG_뱅뱅뱅 (BANG BANG BANG),1,2,0.6,0.239689352,7
BIGBANG_뱅뱅뱅 (BANG BANG BANG),1,3,0.6,0.496893103,7
BIGBANG_뱅뱅뱅 (BANG BANG BANG),1,4,0.6,-0.128870687,7
BIGBANG_뱅뱅뱅 (BANG BANG BANG),1,5,0.6,-0.250656235,7
BIGBANG_에라 모르겠다,0,1,0.6,0.509014342,7
BIGBANG_에라 모르겠다,0,2,0.6,0.41977498,7
BIGBANG_에라 모르겠다,0,3,0.6,0.102095325,7
BIGBANG_에라 모르겠다,0,4,0.6,-0.17081057,7
BIGBANG_에라 모르겠다,0,5,0.6,-0.581274087,7
BIGBANG_에라 모르겠다,1,1,0.6,0.182208583,7
BIGBANG_에라 모르겠다,1,2,0.6,0.0000272,7
BIGBANG_에라 모르겠다,1,3,0.6,0.154696486,7
BIGBANG_에라 모르겠다,1,4,0.6,-0.168800839,7
BIGBANG_에라 모르겠다,1,5,0.6,-0.502309096,7
BLACKPINK_붐바야,0,1,0.6,0.161941537,7
BLACKPINK_붐바야,0,2,0.6,0.009174301,7
BLACKPINK_붐바야,0,3,0.6,0.029894918,7
BLACKPINK_붐바야,0,4,0.6,-0.062829827,7
BLACKPINK_붐바야,0,5,0.6,-0.485642324,7
BLACKPINK_붐바야,1,1,0.6,0.509078362,7
BLACKPINK_붐바야,1,2,0.6,0.023888445,7
BLACKPINK_붐바야,1,3,0.6,0.050138564,7
BLACKPINK_붐바야,1,4,0.6,-0.199279853,7
BLACKPINK_붐바야,1,5,0.6,-0.283519983,7
BOBBY_꽐라,0,1,0.9,0.08156156,7
BOBBY_꽐라,0,2,0.9,0.12661876,7
BOBBY_꽐라,0,3,0.9,-0.44202225,7
BOBBY_꽐라,0,4,0.9,-0.005812048,7
BOBBY_꽐라,0,5,0.9,-0.500632843,7
BOBBY_꽐라,1,1,0.9,-0.478981075,7
BOBBY_꽐라,1,2,0.9,0.027321203,7
BOBBY_꽐라,1,3,0.9,-0.541749118,7
BOBBY_꽐라,1,4,0.9,-0.070755725,7
BOBBY_꽐라,1,5,0.9,-0.489721887,7
C Jamm & 레디 (Reddy)_현상수배 (Wanted),0,1,0.9,0.515550356,7
C Jamm & 레디 (Reddy)_현상수배 (Wanted),0,2,0.9,0.221559953,7
C Jamm & 레디 (Reddy)_현상수배 (Wanted),0,3,0.9,0.127805956,7
C Jamm & 레디 (Reddy)_현상수배 (Wanted),0,4,0.9,-0.527323774,7
C Jamm & 레디 (Reddy)_현상수배 (Wanted),0,5,0.9,-0.473709936,7
C Jamm & 레디 (Reddy)_현상수배 (Wanted),1,1,0.9,0.060748078,7
C Jamm & 레디 (Reddy)_현상수배 (Wanted),1,2,0.9,0.615447755,7
C Jamm & 레디 (Reddy)_현상수배 (Wanted),1,3,0.9,0.208676092,7
C Jamm & 레디 (Reddy)_현상수배 (Wanted),1,4,0.9,-0.229422309,7
C Jamm & 레디 (Reddy)_현상수배 (Wanted),1,5,0.9,-0.125523159,7
Chris Brown X Tyga_Remember Me,0,1,0.3,0.470659028,7
Chris Brown X Tyga_Remember Me,0,2,0.3,0.396008772,7
Chris Brown X Tyga_Remember Me,0,3,0.3,-0.603673841,7
Chris Brown X Tyga_Remember Me,0,4,0.3,-0.006123175,7
Chris Brown X Tyga_Remember Me,0,5,0.3,-0.286544111,7
Chris Brown X Tyga_Remember Me,1,1,0.3,0.123908142,7
Chris Brown X Tyga_Remember Me,1,2,0.3,0.018567228,7
Chris Brown X Tyga_Remember Me,1,3,0.3,-0.431472242,7
Chris Brown X Tyga_Remember Me,1,4,0.3,-0.351271161,7
Chris Brown X Tyga_Remember Me,1,5,0.3,-0.273272415,7
CRUSH (크러쉬)_Oasis (Feat ZICO),0,1,0.3,0.195623373,7
CRUSH (크러쉬)_Oasis (Feat ZICO),0,2,0.3,0.371680141,7
CRUSH (크러쉬)_Oasis (Feat ZICO),0,3,0.3,-0.590987672,7
CRUSH (크러쉬)_Oasis (Feat ZICO),0,4,0.3,-0.309164839,7
CRUSH (크러쉬)_Oasis (Feat ZICO),0,5,0.3,-0.052994212,7
CRUSH (크러쉬)_Oasis (Feat ZICO),1,1,0.3,0.125858263,7
CRUSH (크러쉬)_Oasis (Feat ZICO),1,2,0.3,0.024668958,7
CRUSH (크러쉬)_Oasis (Feat ZICO),1,3,0.3,0.119519407,7
CRUSH (크러쉬)_Oasis (Feat ZICO),1,4,0.3,-0.033541657,7
CRUSH (크러쉬)_Oasis (Feat ZICO),1,5,0.3,0.18918815,7
Desiigner_Panda,0,1,0.9,0.170608006,7
Desiigner_Panda,0,2,0.9,0.148265499,7
Desiigner_Panda,0,3,0.9,0.402811779,7
Desiigner_Panda,0,4,0.9,-0.39658075,7
Desiigner_Panda,0,5,0.9,-0.23888849,7
Desiigner_Panda,1,1,0.9,-0.023907323,7
Desiigner_Panda,1,2,0.9,0.174673439,7
Desiigner_Panda,1,3,0.9,-0.390225708,7
Desiigner_Panda,1,4,0.9,-0.038050694,7
Desiigner_Panda,1,5,0.9,-0.005951227,7
Drake_Hotline Bling,0,1,0.9,0.109189211,7
Drake_Hotline Bling,0,2,0.9,0.215808788,7
Drake_Hotline Bling,0,3,0.9,0.188105191,7
Drake_Hotline Bling,0,4,0.9,-0.53937509,7
Drake_Hotline Bling,0,5,0.9,-0.263983214,7
Drake_Hotline Bling,1,1,0.9,-0.018186512,7
Drake_Hotline Bling,1,2,0.9,0.186243763,7
Drake_Hotline Bling,1,3,0.9,0.38751325,7
Drake_Hotline Bling,1,4,0.9,-0.5927788,7
Drake_Hotline Bling,1,5,0.9,-0.315717563,7
4minute (포미닛)_미쳐,0,1,0.3,-0.001766044,7
4minute (포미닛)_미쳐,0,2,0.3,0.001312859,7
4minute (포미닛)_미쳐,0,3,0.3,-0.331406817,7
4minute (포미닛)_미쳐,0,4,0.3,-0.235554264,7
4minute (포미닛)_미쳐,0,5,0.3,-0.036773991,7
4minute (포미닛)_미쳐,1,1,0.3,-0.230099566,7
4minute (포미닛)_미쳐,1,2,0.3,-0.413009444,7
4minute (포미닛)_미쳐,1,3,0.3,-0.789294624,7
4minute (포미닛)_미쳐,1,4,0.3,-0.430362278,7
4minute (포미닛)_미쳐,1,5,0.3,-0.325834865,7
Beenzino_Aqua Man,0,1,0.6,0.311125084,7
Beenzino_Aqua Man,0,2,0.6,0.016564128,7
Beenzino_Aqua Man,0,3,0.6,0.242582721,7
Beenzino_Aqua Man,0,4,0.6,-0.283069934,7
Beenzino_Aqua Man,0,5,0.6,-0.154997804,7
Beenzino_Aqua Man,1,1,0.6,0.380128791,7
Beenzino_Aqua Man,1,2,0.6,0.090473444,7
Beenzino_Aqua Man,1,3,0.6,0.469681154,7
Beenzino_Aqua Man,1,4,0.6,-0.096996329,7
Beenzino_Aqua Man,1,5,0.6,-0.374061105,7
Beenzino_Boogie On & On,0,1,0.6,0.228438861,7
Beenzino_Boogie On & On,0,2,0.6,0.471671136,7
Beenzino_Boogie On & On,0,3,0.6,0.178928361,7
Beenzino_Boogie On & On,0,4,0.6,-0.13950617,7
Beenzino_Boogie On & On,0,5,0.6,-0.2476954,7
Beenzino_Boogie On & On,1,1,0.6,0.004602094,7
Beenzino_Boogie On & On,1,2,0.6,0.071307795,7
Beenzino_Boogie On & On,1,3,0.6,0.205968463,7
